Num iters,weights concentration
5351,10.63240119889021
5401,10.702012492703973
5451,10.670437381975158
5501,10.84127746942904
5551,10.759971540902773
5601,10.96703969407401
5651,11.479459403200147
5701,11.406983025688723
5751,11.459964397241335
5801,11.444700270258505
5851,11.58969807512137
5901,11.417962555916239
5951,11.389436190172966
6002,11.481559408357921
6052,11.580938788642512
6102,11.72580110728974
6152,11.773284138550424
6202,11.74287413066686
6252,11.89359938391658
6302,11.807776799177662
6352,11.461119155717487
6402,11.675324695839695
6452,11.64513899802424
6502,11.718171239454704
6552,11.893643156931485
6602,11.88115385225292
6652,11.901637584557564
6702,11.838884403428283
6752,11.602759395788952
6802,11.610530918839505
6852,11.775724174925953
6902,11.666682799418993
6952,11.760840380624517
7002,11.587265903691761
7052,11.38622866724743
7102,11.333389405160842
7152,11.499072767294854
7202,11.52600297064579
7252,11.634433517007764
7302,11.798454795861531
7352,11.784805655859778
7402,11.890147011529919
7452,11.88087168233159
7502,11.91227288498329
7552,11.824447797183506
7602,11.994924921129946
7652,11.616232234695222
7702,11.77862034491868
7752,11.844975791508678
7802,11.862291709982063
7852,11.959713737442812
7902,11.722687772268514
7952,11.761865119885691
8002,11.642037686259
8052,11.64965384071816
8102,11.426124777960158
8152,11.581776742585937
8202,11.399031744250874
8252,11.292029585706265
8302,11.387748025364855
8352,11.398999580576755
8402,11.490313719973249
8452,11.455743816095276
8502,11.559368307965603
8552,11.674608425420151
8602,11.74345824961722
8652,11.841955809071116
8702,11.948052901807
8752,11.878136582000432
8802,11.740352809953851
8852,11.816192098430513
8902,11.939750643176455
8952,11.838439621731657
9002,11.935316448258088
9052,11.839022996320562
9102,11.79438803866163
9152,11.87071050704459
9202,11.78893633770478
9252,11.925267959438747
9302,11.814033045707139
9352,12.00337387114636
9402,11.948034768725222
9452,11.879887052167087
9502,11.756919702641649
9552,11.84803551163223
9602,11.891362672908178
9652,11.819275513515967
9702,11.826333373266911
9752,11.779675098344542
9802,11.691377848930563
9852,11.83194343109512
9902,11.70121655488073
9952,11.960420934625165
10002,11.864240032712874
10052,11.620346561335816
10102,11.546093670112214
10152,11.677820988548955
10202,11.641671822055875
10252,11.845151773711076
10302,11.959438279987389
10352,11.730251742093736
10402,11.861334485423072
10452,11.903213577083604
10502,11.975706771875511
10552,11.7127374355027
10602,11.659444254164935
10652,11.995631268792759
10702,11.965486211477543
10752,12.029962710992569
10802,11.712175839590502
10852,11.616144759163499
10902,11.640200817020405
10952,11.761011693674205
11002,11.712742207949479
11052,11.646322027733883
11102,12.066471924280744
11152,11.895970254169684
11202,11.967360580269758
11252,11.901381717699238
11302,11.809493428452292
11352,11.953591577534059
11402,11.89683245789048
11452,11.968257966170659
11502,11.862792806198147
11552,11.97015890926868
11602,12.127389167988155
11652,12.299954021043403
11702,12.259413422179354
11752,12.195472309771707
11802,12.15675552487331
11852,11.965121767915812
11902,11.890912607368168
11952,12.0079577265362
12002,12.167981721810594
12052,12.183539043159041
12102,12.088273512601288
12152,11.964013267309097
12202,12.077886482293863
12252,11.9122723402117
12302,11.862746714965448
12352,11.940442778325276
12402,12.18765122904423
12452,12.137516810250273
12502,12.15089941016931
12552,12.194603495717457
12602,11.820700667152784
12652,12.112035416918146
12702,12.01472683742228
12752,12.0200512202699
12802,12.19638348355008
12852,12.082301991540163
12902,11.940042825117128
12952,12.079620064381745
13002,12.17980019027782
13052,11.815624975783056
13102,11.78643876248033
13152,11.627880073428384
13202,11.912080572141938
13252,11.909960784488126
13302,12.203103329771211
13352,12.223252728215114
13402,12.157578736116974
13452,12.35116066657622
13502,12.124813207237047
13552,12.150527529331263
13602,11.92261728185714
13652,12.057745768116991
13702,12.285018301944934
13752,12.178122817790338
13802,12.189597422423936
13852,11.952184644256134
13902,11.877840304916209
13952,12.136763297560352
14002,12.244699897968033
14052,12.336592364949409
14102,12.112713138338783
14152,12.226471849781246
