Num iters,weights concentration
12551,10.195516860486938
12601,10.200775673741325
12651,10.279699953692078
12701,10.174460070584168
12751,10.319230661714565
12801,10.356724886055519
12851,10.444332408927427
12901,10.555456703538362
12951,9.965959533580921
13001,9.840456485065966
13051,9.961659355215185
13101,10.17618894730339
13151,10.185219591968048
13201,10.024107451199889
13251,10.114904507061604
13301,10.093612238161835
13351,10.232613188968832
13401,10.478028159571395
13451,10.226362415071614
13501,10.311053183895831
13551,10.825371001991586
13601,10.696376775014667
13651,10.736352342365074
13701,10.811412836954142
13751,10.689470417717912
13801,10.662917165832805
13851,10.67543395545498
13901,10.536071866361458
13951,10.496967931792854
14001,10.74695352873103
14051,10.877617384598874
