Num iters,Mean rel error,Diff actions
7051,0.11581183455670253,6.36
7101,0.12686051279678941,6.47
7151,0.11604840436121448,6.03
7201,0.12545749433021993,6.4399999999999995
7251,0.10822337766736746,6.0600000000000005
7301,0.13127596562919207,6.61
7351,0.11689858786566183,5.949999999999999
7401,0.10340851618107409,5.4
7451,0.10882815505927429,5.970000000000001
7501,0.1106228522900492,5.79
7551,0.1186412230009213,4.9399999999999995
7601,0.10515177928702906,5.01
7651,0.13929405886675232,6.69
7701,0.14528573711402715,5.2299999999999995
7751,0.11751914376509376,5.83
7801,0.14808294299268164,5.96
7851,0.11302961948323064,5.62
7901,0.10894698577416129,5.79
7951,0.11794490520595573,5.84
8001,0.10038205132931471,5.17
8051,0.11492537742604036,6.88
8101,0.12806513482807204,5.949999999999999
8151,0.12071996305319481,6.23
8201,0.11269059245386161,5.55
8251,0.09969662624895573,6.279999999999999
8301,0.11603280875366182,6.72
8351,0.1072267967290245,5.7
8401,0.11806910833446309,6.9
8451,0.12648136787861586,5.96
8501,0.12312801633554046,7.07
8551,0.11903731733390596,7.5600000000000005
8601,0.1116051709942054,6.98
8651,0.11507617567367851,5.6000000000000005
8701,0.12902316818488762,6.3
8751,0.12410931601156481,6.94
8801,0.13092017545970157,6.84
8851,0.11066119497949257,6.88
8901,0.10574412301518022,6.569999999999999
8951,0.10047158842440695,7.17
9001,0.11123126001455821,8.459999999999999
9051,0.11787029337226414,7.17
9101,0.12556477079931647,6.370000000000001
9151,0.12589121560400817,6.1899999999999995
9201,0.1113412367740646,7.9
9251,0.12540342813753522,6.77
9301,0.12330943903620355,8.27
9351,0.12344167292411439,7.1499999999999995
9401,0.11635448755943216,7.84
9451,0.10565100432448089,7.359999999999999
9501,0.09512691814033314,6.77
9551,0.09788124709008262,5.89
9601,0.093968539578975178,5.8500000000000005
9651,0.08717672325593886,5.99
9701,0.08537626114366576,5.800000000000001
9751,0.08629868030357175,5.53
9801,0.08209597189747728,5.43
9851,0.082264825739851225,5.17
9901,0.07867752714357339,5.72
9951,0.0784464492210187,5.0200000000000005
10001,0.07785543738929555,6.5600000000000005
10051,0.07715238994141109,6.0
10101,0.07949188879523426,6.63
10151,0.0727229082676582,6.58
10201,0.07598523786822334,9.569999999999999
10251,0.07414502214742825,9.19
10301,0.07602290978222154,7.85
10351,0.08245298593221233,7.66
10401,0.08235915460358374,7.449999999999999
10451,0.08561691740178504,8.34
10501,0.08984912105659022,9.139999999999999
10551,0.0844582555527566,8.82
10601,0.08238890466582961,7.33
10651,0.08635747430450283,8.93
10701,0.07642169697172939,9.92
10751,0.08423008739738725,10.18
10801,0.08529294501971454,6.7
10851,0.07873244101335294,7.01
10901,0.07937701426283456,10.77
10951,0.08507616491555236,10.6
11001,0.0786168361581862,8.1
11051,0.07251821972010657,7.82
11101,0.0859399269954767,9.01
11151,0.06906285860572243,8.62
11201,0.08834560880900827,10.45
11251,0.07859665790270083,8.9
11301,0.06995821380764246,7.03
11351,0.07847789478360209,8.260000000000002
11401,0.0709338836777024,7.24
11451,0.08443934138319455,9.78
11501,0.06581314554975834,6.54
11551,0.07526334332008847,8.0
11601,0.077512439595721665,5.6000000000000005
11651,0.06949453120278195,6.76
11701,0.07664636587416754,8.649999999999999
11751,0.07421529246517457,7.960000000000001
11801,0.07358108426048421,8.18
11851,0.0624457040987676,7.180000000000001
11901,0.06689309890798759,6.819999999999999
11951,0.07906857248460875,8.75
12001,0.06946189648853615,7.359999999999999
12051,0.07085263049935456,7.41
12101,0.06985342475377256,7.64
12151,0.0693906493967399,7.23
12201,0.07717131469538435,8.03
12251,0.08017576229413971,8.33
12301,0.08710890701608733,9.610000000000001
12351,0.07645541364983656,9.02
12401,0.08041775246271864,10.040000000000001
12451,0.07353927328782156,8.74
12501,0.08293994816034101,12.740000000000002
12551,0.07572792611678597,8.790000000000001
12601,0.08193018759922124,8.51
12651,0.0781312937030336,8.83
12701,0.0791932353165932,9.47
12751,0.06959994780083653,7.42
12801,0.06585966475177556,6.890000000000001
12851,0.071687368548382075,6.54
12901,0.0737082312633749,8.97
12951,0.07385353402630426,8.6
13001,0.07957402015947737,10.43
13051,0.07493733591870405,8.88
13101,0.07788655287814326,9.379999999999999
13151,0.08187326232716441,11.3
13201,0.07588420616232325,9.68
13251,0.08810951426466927,11.700000000000001
13301,0.08099508581212722,9.41
13351,0.08379677320723422,8.799999999999999
13401,0.07601127676274627,9.24
13451,0.08708989904606715,11.84
13501,0.08958656289319042,12.98
13551,0.07747398491180502,10.7
13601,0.08711162401009351,11.020000000000001
13651,0.07153882907840889,9.01
13701,0.06839890808931086,8.42
13751,0.07725335373575799,10.040000000000001
13801,0.06809270892525092,8.870000000000001
13851,0.06702930135694332,7.920000000000001
13901,0.07241914160945454,5.7700000000000005
13951,0.06866616713230032,7.6
14001,0.06983687401707284,7.17
14051,0.07429368713116273,8.85
