Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
252,9438363648,"[0.0107421875, 0.5556640625, 0.5556640625, 1.11]","[0.0, 0.0, 0.0, 0.0]",49.10978954285383
262,10199236608,"[0.013427734375, 0.7275390625, 0.7275390625, 1.46]","[0.0, 0.0, 0.0, 0.0]",52.05205548554659
272,10989600768,"[0.013427734375, 0.74951171875, 0.74951171875, 1.5]","[0.0, 0.0, 0.0, 0.0]",52.63516982086003
282,11809456128,"[0.013427734375, 0.782470703125, 0.782470703125, 1.56]","[0.0, 0.0, 0.0, 0.0]",54.58690249361098
292,12658802688,"[0.013427734375, 0.804443359375, 0.804443359375, 1.61]","[0.0, 0.0, 0.0, 0.0]",56.689579505473375
302,13537640448,"[0.013427734375, 0.83740234375, 0.83740234375, 1.67]","[0.0, 0.0, 0.0, 0.0]",60.69844285957515
312,14445969408,"[0.013427734375, 0.859375, 0.859375, 1.72]","[0.0, 0.0, 0.0, 0.0]",62.84392927773297
322,15383789568,"[0.01611328125, 1.07, 1.07, 2.14]","[0.0, 0.0, 0.0, 0.0]",68.75407719053328
332,16351100928,"[0.01611328125, 1.1, 1.1, 2.19]","[0.0, 0.0, 0.0, 0.0]",71.22301347367465
342,17347903488,"[0.01611328125, 1.14, 1.14, 2.27]","[0.0, 0.0, 0.0, 0.0]",75.51768445409834
352,18374197248,"[0.01611328125, 1.16, 1.16, 2.33]","[0.0, 0.0, 0.0, 0.0]",77.45513902045786
362,19429982208,"[0.01611328125, 1.2, 1.2, 2.41]","[0.0, 0.0, 0.0, 0.0]",80.34959575161338
372,20515258368,"[0.01611328125, 1.23, 1.23, 2.46]","[0.0, 0.0, 0.0, 0.0]",81.66839391924441
382,21630025728,"[0.01611328125, 1.27, 1.27, 2.54]","[0.0, 0.0, 0.0, 0.0]",85.5566025711596
392,22774284288,"[0.018798828125, 1.51, 1.51, 3.02]","[0.0, 0.0, 0.0, 0.0]",89.05798383057117
402,23948034048,"[0.018798828125, 1.56, 1.56, 3.11]","[0.0, 0.0, 0.0, 0.0]",92.38750045187771
412,25151275008,"[0.018798828125, 1.59, 1.59, 3.18]","[0.0, 0.0, 0.0, 0.0]",95.14815406873822
422,26384007168,"[0.018798828125, 1.63, 1.63, 3.27]","[0.0, 0.0, 0.0, 0.0]",96.68300836347044
432,27646230528,"[0.018798828125, 1.66, 1.66, 3.33]","[0.0, 0.0, 0.0, 0.0]",100.60066310688853
442,28937945088,"[0.018798828125, 1.71, 1.71, 3.42]","[0.0, 0.0, 0.0, 0.0]",105.59519617445767
452,30259150848,"[0.021484375, 1.99, 1.99, 3.98]","[0.0, 0.0, 0.0, 0.0]",111.08915694057941
462,31609847808,"[0.021484375, 2.04, 2.04, 4.09]","[0.0, 0.0, 0.0, 0.0]",115.08451944589615
472,32990035968,"[0.021484375, 2.08, 2.08, 4.16]","[0.0, 0.0, 0.0, 0.0]",116.54062692448497
482,34399715328,"[0.021484375, 2.13, 2.13, 4.26]","[0.0, 0.0, 0.0, 0.0]",119.1853252928704
492,35838885888,"[0.021484375, 2.17, 2.17, 4.33]","[0.0, 0.0, 0.0, 0.0]",120.81099757738411
502,37307547648,"[0.021484375, 2.22, 2.22, 4.44]","[0.0, 0.0, 0.0, 0.0]",124.26653790660203
512,38805700608,"[0.021484375, 2.25, 2.25, 4.51]","[0.0, 0.0, 0.0, 0.0]",126.59166308306158
522,40333344768,"[0.024169921875, 2.59, 2.59, 5.19]","[0.0, 0.0, 0.0, 0.0]",129.59422829933465
532,41890480128,"[0.024169921875, 2.63, 2.63, 5.27]","[0.0, 0.0, 0.0, 0.0]",133.62246565520763
542,43477106688,"[0.024169921875, 2.69, 2.69, 5.39]","[0.0, 0.0, 0.0, 0.0]",138.07071435824037
552,45093224448,"[0.024169921875, 2.73, 2.73, 5.47]","[0.0, 0.0, 0.0, 0.0]",140.68297436460853
562,46738833408,"[0.024169921875, 2.79, 2.79, 5.59]","[0.0, 0.0, 0.0, 0.0]",142.89561263285577
572,48413933568,"[0.024169921875, 2.83, 2.83, 5.66]","[0.0, 0.0, 0.0, 0.0]",147.0005528535694
582,50118524928,"[0.02685546875, 3.21, 3.21, 3.21]","[0.0, 0.0, 0.0, 3.21]",205.66370421648026
592,51852607488,"[0.02685546875, 3.26, 3.26, 3.26]","[0.0, 0.0, 0.0, 3.26]",213.2054097019136
602,53616181248,"[0.02685546875, 3.32, 3.32, 3.32]","[0.0, 0.0, 0.0, 3.32]",220.42669320479035
612,55409246208,"[0.02685546875, 3.37, 3.37, 3.37]","[0.0, 0.0, 0.0, 3.37]",224.9918979573995
622,57231802368,"[0.02685546875, 3.43, 3.43, 3.43]","[0.0, 0.0, 0.0, 3.43]",232.24112862348557
632,59083849728,"[0.02685546875, 3.48, 3.48, 3.48]","[0.0, 0.0, 0.0, 3.48]",239.2049606423825
642,60965388288,"[0.029541015625, 3.9, 3.9, 3.9]","[0.0, 0.0, 0.0, 3.9]",252.72455690801144
652,62876418048,"[0.029541015625, 3.95, 3.95, 3.95]","[0.0, 0.0, 0.0, 3.95]",257.1139349602163
662,64816939008,"[0.029541015625, 4.02, 4.02, 4.02]","[0.0, 0.0, 0.0, 4.02]",262.6742901522666
672,66786951168,"[0.029541015625, 4.07, 4.07, 4.07]","[0.0, 0.0, 0.0, 4.07]",268.48702391423285
682,68786454528,"[0.029541015625, 4.14, 4.14, 4.14]","[0.0, 0.0, 0.0, 4.14]",274.1033364068717
692,70815449088,"[0.029541015625, 4.19, 4.19, 4.19]","[0.0, 0.0, 0.0, 4.19]",280.7720669936389
702,72873934848,"[0.029541015625, 4.26, 4.26, 4.26]","[0.0, 0.0, 0.0, 4.26]",284.3172057978809
