Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
900,2496600,"[0.05859375, 0.823974609375, 0.823974609375, 0.87890625]","[0.0, 0.0, 0.0, 0.0]",8.426728658378124
940,2720360,"[0.05859375, 0.860595703125, 0.860595703125, 0.91796875]","[0.0, 0.0, 0.0, 0.0]",8.464802987873554
980,2953720,"[0.0625, 0.95703125, 0.95703125, 1.02]","[0.0, 0.0, 0.0, 0.0]",8.425560779869556
1020,3196680,"[0.0625, 0.99609375, 0.99609375, 1.06]","[0.0, 0.0, 0.0, 0.0]",8.496050722897053
1060,3449240,"[0.06640625, 1.1, 1.1, 1.16]","[0.0, 0.0, 0.0, 0.0]",8.4491902962327
1100,3711400,"[0.0703125, 1.21, 1.21, 1.28]","[0.0, 0.0, 0.0, 0.0]",8.470287546515465
1140,3983160,"[0.0703125, 1.25, 1.25, 1.32]","[0.0, 0.0, 0.0, 0.0]",8.411658927798271
1180,4264520,"[0.07421875, 1.37, 1.37, 1.44]","[0.0, 0.0, 0.0, 0.0]",8.432967588305473
1220,4555480,"[0.078125, 1.49, 1.49, 1.56]","[0.0, 0.0, 0.0, 0.0]",8.450954221189022
1260,4856040,"[0.078125, 1.54, 1.54, 1.61]","[0.0, 0.0, 0.0, 0.0]",8.508079685270786
1300,5166200,"[0.08203125, 1.67, 1.67, 1.75]","[0.0, 0.0, 0.0, 0.0]",8.527877740561962
1340,5485960,"[0.08203125, 1.72, 1.72, 1.8]","[0.0, 0.0, 0.0, 0.0]",8.441922254860401
1380,5815320,"[0.0859375, 1.85, 1.85, 1.94]","[0.0, 0.0, 0.0, 0.0]",8.458838798105717
1420,6154280,"[0.08984375, 1.99, 1.99, 2.08]","[0.0, 0.0, 0.0, 0.0]",8.47531110048294
1460,6502840,"[0.08984375, 2.05, 2.05, 2.14]","[0.0, 0.0, 0.0, 0.0]",8.506652899086475
1500,6861000,"[0.09375, 2.2, 2.2, 2.29]","[0.0, 0.0, 0.0, 0.0]",8.476422168314457
1540,7228760,"[0.09765625, 2.35, 2.35, 2.44]","[0.0, 0.0, 0.0, 0.0]",8.449943736195564
1580,7606120,"[0.09765625, 2.41, 2.41, 2.51]","[0.0, 0.0, 0.0, 0.0]",8.526447229087353
1620,7993080,"[0.1015625, 2.57, 2.57, 2.67]","[0.0, 0.0, 0.0, 0.0]",8.513065986335278
1660,8389640,"[0.1015625, 2.63, 2.63, 2.74]","[0.0, 0.0, 0.0, 0.0]",8.488278836011887
1700,8795800,"[0.10546875, 2.8, 2.8, 2.91]","[0.0, 0.0, 0.0, 0.0]",8.470471948385239
1740,9211560,"[0.109375, 2.97, 2.97, 3.08]","[0.0, 0.0, 0.0, 0.0]",8.466951549053192
1780,9636920,"[0.109375, 3.04, 3.04, 3.15]","[0.0, 0.0, 0.0, 0.0]",8.392609655857086
1820,10071880,"[0.11328125, 3.22, 3.22, 3.33]","[0.0, 0.0, 0.0, 0.0]",8.489406667649746
1860,10516440,"[0.1171875, 3.41, 3.41, 3.52]","[0.0, 0.0, 0.0, 0.0]",1.7258888110518456
1900,10970600,"[0.1171875, 3.48, 3.48, 3.59]","[0.0, 0.0, 0.0, 0.0]",8.571095764636993
1940,11434360,"[0.12109375, 3.67, 3.67, 3.79]","[0.0, 0.0, 0.0, 0.0]",8.530831895768642
1980,11907720,"[0.12109375, 3.75, 3.75, 3.87]","[0.0, 0.0, 0.0, 0.0]",8.507166057825089
2020,12390680,"[0.125, 3.95, 3.95, 4.07]","[0.0, 0.0, 0.0, 0.0]",8.504084311425686
2060,12883240,"[0.12890625, 4.15, 4.15, 4.27]","[0.0, 0.0, 0.0, 0.0]",8.489350788295269
2100,13385400,"[0.12890625, 4.23, 4.23, 4.36]","[0.0, 0.0, 0.0, 0.0]",8.480124175548553
2140,13897160,"[0.1328125, 4.44, 4.44, 4.57]","[0.0, 0.0, 0.0, 0.0]",8.537782356142998
2180,14418520,"[0.13671875, 4.66, 4.66, 4.79]","[0.0, 0.0, 0.0, 0.0]",8.196958340704441
2220,14949480,"[0.13671875, 4.74, 4.74, 4.88]","[0.0, 0.0, 0.0, 0.0]",8.480203337967396
2260,15490040,"[0.140625, 4.97, 4.97, 5.1]","[0.0, 0.0, 0.0, 0.0]",8.46585538238287
2300,16040200,"[0.140625, 5.05, 5.05, 5.19]","[0.0, 0.0, 0.0, 0.0]",8.519330993294716
2340,16599960,"[0.14453125, 5.28, 5.28, 5.43]","[0.0, 0.0, 0.0, 0.0]",8.479474112391472
2380,17169320,"[0.1484375, 5.52, 5.52, 5.67]","[0.0, 0.0, 0.0, 0.0]",8.478088304400444
2420,17748280,"[0.1484375, 5.61, 5.61, 5.76]","[0.0, 0.0, 0.0, 0.0]",8.517144247889519
2460,18336840,"[0.15234375, 5.86, 5.86, 6.01]","[0.0, 0.0, 0.0, 0.0]",1.7242180183529854
2500,18935000,"[0.15625, 6.1, 6.1, 6.26]","[0.0, 0.0, 0.0, 0.0]",8.506730198860168
2540,19542760,"[0.15625, 6.2, 6.2, 6.36]","[0.0, 0.0, 0.0, 0.0]",8.492052555084229
2580,20160120,"[0.16015625, 6.46, 6.46, 6.61]","[0.0, 0.0, 0.0, 0.0]",8.460812270641327
2620,20787080,"[0.16015625, 6.56, 6.56, 6.72]","[0.0, 0.0, 0.0, 0.0]",8.526826277375221
